name,link,category,businessDescription,basedIn,tags,totalFunding,founded,website,companyStatus,country,longBusinessDescription,linkedin
Klimate,https://www.eu-startups.com/directory/klimate/,Denmark,"Klimate.co reverses climate change by removing CO2 through top carbon removal projects, helping companies achieve Net Zero with tailored",Copenhagen,"Marketing Automation,Authentication Services,,Cloud Computing Services,",Between €1 million-€ 2.5 million,2020,https://klimate.co/,Active,DK,"We are in business to reverse climate change by removing as much CO2 from the atmosphere as possible, as permanently as possible.
At Klimate, we help companies achieve Net Zero by combining the world's best carbon removal methods into portfolios that match our clients' budgets and ambitions. Through Klimate's portfolios, companies can remove CO2 from the atmosphere that corresponds to their unavoidable emissions. This helps scale these much-needed carbon removal methods that are crucial to reverse global warming",https://www.linkedin.com/company/klimate-co/about/
Meo,https://www.eu-startups.com/directory/meo/,Denmark,"Meo is an all-in-one platform for KYC (Know Your Customer) and KYB (Know Your Business). A system built to ensure the compliance of AML (Anti-Money Laundering) and GDPR regulations. 
It's natively integrated with leading financial databases, business registries, AML providers, and fraud prevention APIs. The modern operating system for compliance teams in AML regulated businesses.",Copenhagen,"KYC, AML, Identity Management, Onboarding",Between €1 million-€ 2.5 million,2017,https://www.meo.io/,Active,DK,,https://www.linkedin.com/company/meohq/
Novo Nordisk,https://www.eu-startups.com/directory/novo-nordisk/,Denmark,"Novo Nordisk is a leading global healthcare company founded in 1923 and headquartered in Denmark. The company's purpose is to drive change to defeat diabetes and other serious chronic diseases such as obesity, rare blood disorders, and endocrine disord..",Bagsværd,Content Management System Marketing Automation Human Capital Management Website Optimization,No funding announced yet,2005,https://www.novonordisk.com/,Active,DK,"Novo Nordisk is a leading global healthcare company, founded in 1923 and headquartered in Denmark. Our purpose is to drive change to defeat serious chronic diseases, built upon our heritage in diabetes. We do so by pioneering scientific breakthroughs, expanding access to our medicines, and working to prevent and ultimately cure disease. Novo Nordisk employs about 63,400 people in 80 countries and markets its products in around 170 countries. For more information visit novonordisk.com.",https://www.linkedin.com/company/novo-nordisk/about/
Woba,https://www.eu-startups.com/directory/woba/,Denmark,"Woba.io is a digital HR platform that provides insights, measurement of effectiveness, and retention strategies for employees. With solutions for employee well-being, onboarding, exit processes, and whistleblower compliance, Woba.io",Copenhaguen,Wordpress Microsoft Office 365 Marketing Automation Content Management System,Between €1 million-€ 2.5 million,2016,https://woba.io/,Active,DK,"We understand that your people are the key to your company’s success. That’s why we’ve built an Employee Retention Platform that empowers you to tap into the collective brainpower of your workforce, helping you to retain top talent and drive sustained success",https://linkedin.com/company/woba-woba
Formalize,https://www.eu-startups.com/directory/formalize/,Denmark,"Simplifying compliance together · Formalize Compliance Operations System & Whistleblower Software by Formalize · Covering 5M+ employees. Our journey started within the whistleblowing compliance sector, highlighted by the award-winning Whistleblower Software by Formalize, laying the foundation of our success story. This initial chapter has been within whistleblowing compliance and meeting those regulations.",Aarhus,"Software Development, Compliance Operations System, Whistleblower Software",Between €10 million-€25 million,2022,https://formalize.com/en,Active,DK,,https://www.linkedin.com/company/formalize-com/
Rodinia Generation,https://www.eu-startups.com/directory/rodinia-generation/,Denmark,"The fashion industry has a problem with overproduction. This is not only translated into devastating environmental impact but also into huge financial losses. The reason is an outdated manufacturing industry, that relies on technology invented before the internet.",Copenhagen,"Apparel Manufacturing, Innovation, Patent-Pending, Fashion",Between €2.5 million-5 million,2017,https://www.rodiniageneration.io/,Active,DK,,https://www.linkedin.com/company/rodinia-generation/
1ID,https://www.eu-startups.com/directory/1id/,Denmark,We identify people. We digitize and manage IDs for private individuals and service businesses in demand for customer identification. We digitize and manage IDs for private individuals and service businesses in need for customer identification. Share your personal data with partners and other users directly from the 1ID App by a simple command.,Østerbro,"Software Development, Digitize, ID",Between €100K-€500K,2020,https://www.1id.one,Active,DK,,https://www.linkedin.com/company/1-id/
Herbico,https://www.eu-startups.com/directory/herbico/,Denmark,"Herbico is a company that specializes in providing high-quality herbal products and services. We are dedicated to promoting natural health and wellness through our range of herbal supplements, teas, and skincare products.",Randers,"eCommerce, DNS, B2C",Between €100K-€500K,2023,https://herbico.dk/,Active,DK,"We pride ourselves in sourcing the finest plants, herbs, and spices for our tea and spice blends. Our commitment to quality is unwavering, with products that are 100% natural, devoid of artificial additives, flavor enhancers, dyes, or impurities. Every raw material is carefully prepared to retain the inherent beneficial properties of the plants. Our handcrafted teas and spice blends follow authentic recipes, ensuring each product carries a distinctive personal touch.",
Gain Momentum,https://www.eu-startups.com/directory/gain-momentum/,Denmark,"Momentum tackles the challenge posed by the EU's Digital Product Passport and Supply Chain Due Diligence Act, part of broader sustainability and transparency regulations. These directives require fashion brands to document extensive product data, including materials, sustainability practices, and lifecycle information, a daunting task for companies, especially those with complex supply chains. Our platform simplifies this process by enabling efficient ESG data collection and management across the value chain.",Copenhagen,"Fashion, Information Technology, Software Development",Between €100K-€500K,2024,https://gainmomentum.de/,Active,DK,,https://www.linkedin.com/company/gainmomentumaps/
Anemo Robotics,https://www.eu-startups.com/directory/anemo-robotics/,Denmark,Creating innovations for measuring marine biodiversity. Essentially building underwater cameras paired with AI to detect fish abundance. Renting cameras and charging for processing the footage.,Copenhagen,"Software Development, AI, Quality Biodiversity",Between €100K-€500K,2023,https://anemorobotics.com/,Active,DK,,https://www.linkedin.com/company/anemo-robotics/
LegalPass,https://www.eu-startups.com/directory/legalpass/,Denmark,Legal support as a benefit,Copenhagen,"Legal, HR, insurance",Between €500K-€ 1 million,2021,www.legalpass.com,Active,DK,,https://www.linkedin.com/company/getlegalpass
Workjoy,https://www.eu-startups.com/directory/workjoy/,Denmark,The easiest way to lead remote teams,Copenhagen,Remote work management,No funding announced yet,2022,Https://workjoy.co,Active,DK,,
Niimblr,https://www.eu-startups.com/directory/niimblr/,Denmark,"Niimblr is a collaborative feedback platform that improves the feedback process for content created by artists, digital designers, and content creators.",Copenhagen,#feedbackplatform #digitalassetcollaboration #digitalvisualization,Between €1-€100K,2021,www.niimblr.com,Active,DK,"Problem
Digital creators are spending too much time locating and managing feedback via emails and other channels. This leads to misunderstandings and excess iterations. Deadlines are missed, and clients are frustrated about the process - Creators lose clients and revenue.
Solution
Niimblr is the solution that allows creators, clients and teams upload and organize feedback reviews on 2D, 3D, audio, PDF, and video. It is always free for clients and collaborators that just want to give feedback.
Key benefits
- Gives non-specialist clients an easy way to provide feedback.
- Reduces friction through a transparent delivery process.
- Manages the production of 3D assets, videos, images, audio, and much more.",https://www.linkedin.com/company/niimblr
